timestamp,Meta_Model,Simple_Avg,LGBM_Single,Buy_and_Hold
2026-01-10 14:00:00+00:00,10000.0,10000.0,10000.0,10048.758470379847
2026-01-10 15:00:00+00:00,10000.0,10000.0,10000.0,10057.04896419459
2026-01-10 16:00:00+00:00,10000.0,10000.0,10000.0,10058.259150005653
2026-01-10 17:00:00+00:00,10000.0,10000.0,10000.0,10043.650399197499
2026-01-10 18:00:00+00:00,10000.0,10000.0,10000.0,10049.269832120362
2026-01-10 19:00:00+00:00,10000.0,10000.0,10000.0,10052.699616288839
2026-01-10 20:00:00+00:00,10000.0,10000.0,10000.0,10046.745191509934
2026-01-10 21:00:00+00:00,10000.0,10000.0,10000.0,10039.854564325406
2026-01-10 22:00:00+00:00,10000.0,10000.0,10000.0,10030.650052996167
2026-01-10 23:00:00+00:00,10000.0,10000.0,10000.0,10039.184580613322
2026-01-11 00:00:00+00:00,10000.0,10000.0,10000.0,10054.241466222276
2026-01-11 01:00:00+00:00,10000.0,10000.0,10000.0,10052.887078618875
2026-01-11 02:00:00+00:00,10000.0,10000.0,10000.0,10060.737202344713
2026-01-11 03:00:00+00:00,10000.0,10000.0,10000.0,10064.56409606439
2026-01-11 04:00:00+00:00,10000.0,10000.0,10000.0,10070.329949268702
2026-01-11 05:00:00+00:00,10000.0,10000.0,10000.0,10069.104234033848
2026-01-11 06:00:00+00:00,10000.0,10000.0,10000.0,10065.72880284864
2026-01-11 07:00:00+00:00,10000.0,10000.0,10000.0,10062.045001676743
2026-01-11 08:00:00+00:00,10000.0,10000.0,10000.0,10070.832437052764
2026-01-11 09:00:00+00:00,10000.0,10000.0,10000.0,10065.287323515182
2026-01-11 10:00:00+00:00,10000.0,10000.0,10000.0,10064.915726588779
2026-01-11 11:00:00+00:00,10000.0,10000.0,10000.0,10066.947862616156
2026-01-11 12:00:00+00:00,10000.0,10000.0,10000.0,10087.262567422575
2026-01-11 13:00:00+00:00,10000.0,10000.0,10000.0,10077.425786696173
2026-01-11 14:00:00+00:00,10000.0,10000.0,10000.0,10108.23061727273
2026-01-11 15:00:00+00:00,10000.0,10000.0,10000.0,10080.3475368578
2026-01-11 16:00:00+00:00,10000.0,10000.0,10000.0,10098.468155931605
2026-01-11 17:00:00+00:00,10000.0,10000.0,10000.0,10092.647949744029
2026-01-11 18:00:00+00:00,10000.0,10000.0,10000.0,10081.55550417975
2026-01-11 19:00:00+00:00,10000.0,10000.0,10000.0,10059.827621808443
2026-01-11 20:00:00+00:00,10000.0,10000.0,10000.0,10061.764362803964
2026-01-11 21:00:00+00:00,10000.0,10000.0,10000.0,10067.177476239332
2026-01-11 22:00:00+00:00,10000.0,10000.0,10000.0,10041.549490007626
2026-01-11 23:00:00+00:00,10000.0,10000.0,10000.0,10095.639582312715
2026-01-12 00:00:00+00:00,10000.0,10000.0,10000.0,10122.816073945196
2026-01-12 01:00:00+00:00,10000.0,10000.0,10000.0,10139.875145978502
2026-01-12 02:00:00+00:00,10000.0,10000.0,10000.0,10227.629701326618
2026-01-12 03:00:00+00:00,10000.0,10000.0,10000.0,10183.765734587236
2026-01-12 04:00:00+00:00,10000.0,10000.0,10000.0,10224.54821994886
2026-01-12 05:00:00+00:00,10000.0,10000.0,10000.0,10217.457928744174
2026-01-12 06:00:00+00:00,10000.0,10000.0,10000.0,10186.896022725474
2026-01-12 07:00:00+00:00,10000.0,10000.0,10000.0,10139.392624596452
2026-01-12 08:00:00+00:00,10000.0,10000.0,10000.0,10066.646148096805
2026-01-12 09:00:00+00:00,10000.0,10000.0,10000.0,10059.255251617325
2026-01-12 10:00:00+00:00,10000.0,10000.0,10000.0,10031.282322393328
2026-01-12 11:00:00+00:00,10000.0,10000.0,10000.0,10052.08065782635
2026-01-12 12:00:00+00:00,10000.0,10000.0,10000.0,10070.761445401151
2026-01-12 13:00:00+00:00,10000.0,10000.0,10000.0,10053.750070883774
2026-01-12 14:00:00+00:00,10000.0,10000.0,10000.0,10084.025791806915
2026-01-12 15:00:00+00:00,10000.0,10000.0,10000.0,10167.89022649564
2026-01-12 16:00:00+00:00,10000.0,10000.0,10000.0,10218.751307896968
2026-01-12 17:00:00+00:00,10000.0,10000.0,10000.0,10152.120096636905
2026-01-12 18:00:00+00:00,10000.0,10000.0,10000.0,10170.863001906864
2026-01-12 19:00:00+00:00,10000.0,10000.0,10000.0,10189.661369404646
2026-01-12 20:00:00+00:00,10000.0,10000.0,10000.0,10147.908295056144
2026-01-12 21:00:00+00:00,10000.0,10000.0,10000.0,10100.245165710998
2026-01-12 22:00:00+00:00,10000.0,10000.0,10000.0,10121.300845881111
2026-01-12 23:00:00+00:00,10000.0,10000.0,10000.0,10126.981287254577
2026-01-13 00:00:00+00:00,10000.0,10000.0,10000.0,10147.673135210181
2026-01-13 01:00:00+00:00,10000.0,10000.0,10000.0,10114.685311346577
2026-01-13 02:00:00+00:00,10000.0,10000.0,10000.0,10107.247826595729
2026-01-13 03:00:00+00:00,10000.0,10000.0,10000.0,10139.483582650077
2026-01-13 04:00:00+00:00,10000.0,10000.0,10000.0,10151.269306062122
2026-01-13 05:00:00+00:00,10000.0,10000.0,10000.0,10196.285777895633
2026-01-13 06:00:00+00:00,10000.0,10000.0,10000.0,10225.499951778273
2026-01-13 07:00:00+00:00,10000.0,10000.0,10000.0,10198.616300708687
2026-01-13 08:00:00+00:00,10000.0,10000.0,10000.0,10223.452286327103
2026-01-13 09:00:00+00:00,10000.0,10000.0,10000.0,10234.935185975246
2026-01-13 10:00:00+00:00,10000.0,10000.0,10000.0,10219.317022620742
2026-01-13 11:00:00+00:00,10000.0,10000.0,10000.0,10205.132003233144
2026-01-13 12:00:00+00:00,10000.0,10000.0,10000.0,10217.179508360505
2026-01-13 13:00:00+00:00,10000.0,10000.0,10000.0,10213.493488699494
2026-01-13 14:00:00+00:00,10000.0,10000.0,10000.0,10256.300345376601
2026-01-13 15:00:00+00:00,10000.0,10000.0,10000.0,10365.889270573443
2026-01-13 16:00:00+00:00,10000.0,10000.0,10000.0,10359.193870430845
2026-01-13 17:00:00+00:00,10000.0,10000.0,10000.0,10342.816983799745
2026-01-13 18:00:00+00:00,10000.0,10000.0,10000.0,10386.268311564136
2026-01-13 19:00:00+00:00,10000.0,10000.0,10000.0,10452.060933939536
2026-01-13 20:00:00+00:00,10000.0,10000.0,10000.0,10472.233655442731
2026-01-13 21:00:00+00:00,10000.0,10000.0,10000.0,10436.574770687246
2026-01-13 22:00:00+00:00,10000.0,10000.0,10000.0,10621.816393121579
2026-01-13 23:00:00+00:00,10000.0,10000.0,10000.0,10583.74601070042
2026-01-14 00:00:00+00:00,10000.0,10000.0,10000.0,10564.094634138746
2026-01-14 01:00:00+00:00,10000.0,10000.0,10000.0,10565.06633237018
2026-01-14 02:00:00+00:00,10000.0,10000.0,10000.0,10576.365097421954
2026-01-14 03:00:00+00:00,10000.0,10000.0,10000.0,10617.798709338202
2026-01-14 04:00:00+00:00,10000.0,10000.0,10000.0,10565.017525609697
2026-01-14 05:00:00+00:00,10000.0,10000.0,10000.0,10538.377908342527
2026-01-14 06:00:00+00:00,10000.0,10000.0,10000.0,10541.025675098721
2026-01-14 07:00:00+00:00,10000.0,10000.0,10000.0,10560.573891916649
2026-01-14 08:00:00+00:00,10000.0,10000.0,10000.0,10526.731949744591
2026-01-14 09:00:00+00:00,10000.0,10000.0,10000.0,10547.611260030235
2026-01-14 10:00:00+00:00,10000.0,10000.0,10000.0,10548.000604869538
2026-01-14 11:00:00+00:00,10000.0,10000.0,10000.0,10514.860814501702
2026-01-14 12:00:00+00:00,10000.0,10000.0,10000.0,10546.426586843967
2026-01-14 13:00:00+00:00,10000.0,10000.0,10000.0,10537.622512799599
2026-01-14 14:00:00+00:00,10000.0,10000.0,10000.0,10703.45013700733
2026-01-14 15:00:00+00:00,10000.0,10000.0,10000.0,10733.557252757895
2026-01-14 16:00:00+00:00,10000.0,10000.0,10000.0,10792.199684722564
2026-01-14 17:00:00+00:00,10000.0,10000.0,10000.0,10754.799286013485
2026-01-14 18:00:00+00:00,10000.0,10000.0,10000.0,10738.213861405777
2026-01-14 19:00:00+00:00,10000.0,10000.0,10000.0,10789.335615277863
2026-01-14 20:00:00+00:00,10000.0,10000.0,10000.0,10832.358774643473
2026-01-14 21:00:00+00:00,10000.0,10000.0,10000.0,10822.233590332402
2026-01-14 22:00:00+00:00,10000.0,10000.0,10000.0,10746.177128076371
2026-01-14 23:00:00+00:00,10000.0,10000.0,10000.0,10754.323420098777
2026-01-15 00:00:00+00:00,10000.0,10000.0,10000.0,10721.73936125371
2026-01-15 01:00:00+00:00,10000.0,10000.0,10000.0,10698.143511049379
2026-01-15 02:00:00+00:00,10000.0,10000.0,10000.0,10686.45207342463
2026-01-15 03:00:00+00:00,10000.0,10000.0,10000.0,10647.094967318017
2026-01-15 04:00:00+00:00,10000.0,10000.0,10000.0,10683.829819293236
2026-01-15 05:00:00+00:00,10000.0,10000.0,10000.0,10696.413089541353
2026-01-15 06:00:00+00:00,10000.0,10000.0,10000.0,10675.788905503689
2026-01-15 07:00:00+00:00,10000.0,10000.0,10000.0,10718.683392500752
2026-01-15 08:00:00+00:00,10000.0,10000.0,10000.0,10720.072166685399
2026-01-15 09:00:00+00:00,10000.0,10000.0,10000.0,10764.192368917316
2026-01-15 10:00:00+00:00,10000.0,10000.0,10000.0,10739.559375052722
2026-01-15 11:00:00+00:00,10000.0,10000.0,10000.0,10713.203724392
2026-01-15 12:00:00+00:00,10000.0,10000.0,10000.0,10757.636733588826
2026-01-15 13:00:00+00:00,10000.0,10000.0,10000.0,10742.673024522615
2026-01-15 14:00:00+00:00,10000.0,10000.0,10000.0,10655.783679928512
2026-01-15 15:00:00+00:00,10000.0,10000.0,10000.0,10730.503502494044
2026-01-15 16:00:00+00:00,10000.0,10000.0,10000.0,10730.66656144384
2026-01-15 17:00:00+00:00,10000.0,10000.0,10000.0,10719.334519055375
2026-01-15 18:00:00+00:00,10000.0,10000.0,10000.0,10630.445206526032
2026-01-15 19:00:00+00:00,10000.0,10000.0,10000.0,10595.06141442054
2026-01-15 20:00:00+00:00,10000.0,10000.0,10000.0,10566.737963916712
2026-01-15 21:00:00+00:00,10000.0,10000.0,10000.0,10602.641991719169
2026-01-15 22:00:00+00:00,10000.0,10000.0,10000.0,10602.588747980457
2026-01-15 23:00:00+00:00,10000.0,10000.0,10000.0,10604.910396837062
2026-01-16 00:00:00+00:00,10000.0,10000.0,10000.0,10608.093928714008
2026-01-16 01:00:00+00:00,10000.0,10000.0,10000.0,10611.497091013129
2026-01-16 02:00:00+00:00,10000.0,10000.0,10000.0,10593.773581490526
2026-01-16 03:00:00+00:00,10000.0,10000.0,10000.0,10577.167081236248
2026-01-16 04:00:00+00:00,10000.0,10000.0,10000.0,10566.80673707921
2026-01-16 05:00:00+00:00,10000.0,10000.0,10000.0,10611.074468837134
2026-01-16 06:00:00+00:00,10000.0,10000.0,10000.0,10620.041601831295
2026-01-16 07:00:00+00:00,10000.0,10000.0,10000.0,10610.274703511948
2026-01-16 08:00:00+00:00,10000.0,10000.0,10000.0,10612.808218078828
2026-01-16 09:00:00+00:00,10000.0,10000.0,10000.0,10605.878767334825
2026-01-16 10:00:00+00:00,10000.0,10000.0,10000.0,10571.915917506118
2026-01-16 11:00:00+00:00,10000.0,10000.0,10000.0,10585.419860736069
2026-01-16 12:00:00+00:00,10000.0,10000.0,10000.0,10588.687695199305
2026-01-16 13:00:00+00:00,10000.0,10000.0,10000.0,10587.613946468684
2026-01-16 14:00:00+00:00,10000.0,10000.0,10000.0,10559.160714351754
2026-01-16 15:00:00+00:00,10000.0,10000.0,10000.0,10491.898342939083
2026-01-16 16:00:00+00:00,10000.0,10000.0,10000.0,10523.685964192635
2026-01-16 17:00:00+00:00,10000.0,10000.0,10000.0,10546.26241864961
2026-01-16 18:00:00+00:00,10000.0,10000.0,10000.0,10537.955286166523
2026-01-16 19:00:00+00:00,10000.0,10000.0,10000.0,10538.0551181766
2026-01-16 20:00:00+00:00,10000.0,10000.0,10000.0,10599.231064708152
2026-01-16 21:00:00+00:00,10000.0,10000.0,10000.0,10595.894457082417
2026-01-16 22:00:00+00:00,10000.0,10000.0,10000.0,10594.838456264699
2026-01-16 23:00:00+00:00,10000.0,10000.0,10000.0,10598.936005656144
2026-01-17 00:00:00+00:00,10000.0,10000.0,10000.0,10589.510754660176
2026-01-17 01:00:00+00:00,10000.0,10000.0,10000.0,10582.185303609525
2026-01-17 02:00:00+00:00,10000.0,10000.0,10000.0,10579.015082667256
2026-01-17 03:00:00+00:00,10000.0,10000.0,10000.0,10579.192561796284
2026-01-17 04:00:00+00:00,10000.0,10000.0,10000.0,10571.504387775683
2026-01-17 05:00:00+00:00,10000.0,10000.0,10000.0,10573.726204622208
2026-01-17 06:00:00+00:00,10000.0,10000.0,10000.0,10564.452920130472
2026-01-17 07:00:00+00:00,10000.0,10000.0,10000.0,10549.10097546951
2026-01-17 08:00:00+00:00,10000.0,10000.0,10000.0,10565.278198080452
2026-01-17 09:00:00+00:00,10000.0,10000.0,10000.0,10566.735745427597
2026-01-17 10:00:00+00:00,10000.0,10000.0,10000.0,10550.743766657577
2026-01-17 11:00:00+00:00,10000.0,10000.0,10000.0,10573.747280268777
2026-01-17 12:00:00+00:00,10000.0,10000.0,10000.0,10565.68196309899
2026-01-17 13:00:00+00:00,10000.0,10000.0,10000.0,10586.44369346165
2026-01-17 14:00:00+00:00,10000.0,10000.0,10000.0,10590.088671074069
2026-01-17 15:00:00+00:00,10000.0,10000.0,10000.0,10601.45399079923
2026-01-17 16:00:00+00:00,10000.0,10000.0,10000.0,10572.79000221658
2026-01-17 17:00:00+00:00,10000.0,10000.0,10000.0,10577.44993859813
2026-01-17 18:00:00+00:00,10000.0,10000.0,10000.0,10585.326684193324
2026-01-17 19:00:00+00:00,10000.0,10000.0,10000.0,10570.144453949497
2026-01-17 20:00:00+00:00,10000.0,10000.0,10000.0,10579.772696699289
2026-01-17 21:00:00+00:00,10000.0,10000.0,10000.0,10571.426740656727
2026-01-17 22:00:00+00:00,10000.0,10000.0,10000.0,10556.788040245548
2026-01-17 23:00:00+00:00,10000.0,10000.0,10000.0,10554.214592874636
2026-01-18 00:00:00+00:00,10000.0,10000.0,10000.0,10550.298959590446
2026-01-18 01:00:00+00:00,10000.0,10000.0,10000.0,10534.151686582525
2026-01-18 02:00:00+00:00,10000.0,10000.0,10000.0,10540.264733333
2026-01-18 03:00:00+00:00,10000.0,10000.0,10000.0,10560.040345284995
2026-01-18 04:00:00+00:00,10000.0,10000.0,10000.0,10548.436537980204
2026-01-18 05:00:00+00:00,10000.0,10000.0,10000.0,10558.73809217575
2026-01-18 06:00:00+00:00,10000.0,10000.0,10000.0,10556.839065495145
2026-01-18 07:00:00+00:00,10000.0,10000.0,10000.0,10540.959120425327
2026-01-18 08:00:00+00:00,10000.0,10000.0,10000.0,10558.22562119068
2026-01-18 09:00:00+00:00,10000.0,10000.0,10000.0,10568.408486218688
2026-01-18 10:00:00+00:00,10000.0,10000.0,10000.0,10557.862898220728
2026-01-18 11:00:00+00:00,10000.0,10000.0,10000.0,10556.46525007963
2026-01-18 12:00:00+00:00,10000.0,10000.0,10000.0,10550.38548066585
2026-01-18 13:00:00+00:00,10000.0,10000.0,10000.0,10554.109214641778
2026-01-18 14:00:00+00:00,10000.0,10000.0,10000.0,10532.919315880335
2026-01-18 15:00:00+00:00,10000.0,10000.0,10000.0,10551.054355133374
2026-01-18 16:00:00+00:00,10000.0,10000.0,10000.0,10556.608342627407
2026-01-18 17:00:00+00:00,10000.0,10000.0,10000.0,10568.256519714456
2026-01-18 18:00:00+00:00,10000.0,10000.0,10000.0,10586.585676764871
2026-01-18 19:00:00+00:00,10000.0,10000.0,10000.0,10580.084394419646
2026-01-18 20:00:00+00:00,10000.0,10000.0,10000.0,10571.545429824266
2026-01-18 21:00:00+00:00,10000.0,10000.0,10000.0,10585.569608751182
2026-01-18 22:00:00+00:00,10000.0,10000.0,10000.0,10593.131328892348
2026-01-18 23:00:00+00:00,10000.0,10000.0,10000.0,10390.642062850122
2026-01-19 00:00:00+00:00,10000.0,10000.0,10000.0,10283.91942558709
2026-01-19 01:00:00+00:00,10000.0,10000.0,10000.0,10270.123751038795
2026-01-19 02:00:00+00:00,10000.0,10000.0,10000.0,10267.921900594289
2026-01-19 03:00:00+00:00,10000.0,10000.0,10000.0,10281.597776730485
2026-01-19 04:00:00+00:00,10000.0,10000.0,10000.0,10278.814682138407
2026-01-19 05:00:00+00:00,10000.0,10000.0,10000.0,10261.817727800264
2026-01-19 06:00:00+00:00,10000.0,10000.0,10000.0,10269.748826378724
2026-01-19 07:00:00+00:00,10000.0,10000.0,10000.0,10298.406159494036
2026-01-19 08:00:00+00:00,10000.0,10000.0,10000.0,10344.713791991227
2026-01-19 09:00:00+00:00,10000.0,10000.0,10000.0,10322.636497584645
2026-01-19 10:00:00+00:00,10000.0,10000.0,10000.0,10323.171153460844
2026-01-19 11:00:00+00:00,10000.0,10000.0,10000.0,10337.26743328393
2026-01-19 12:00:00+00:00,10000.0,10000.0,10000.0,10323.80564134712
2026-01-19 13:00:00+00:00,10000.0,10000.0,10000.0,10319.50842793552
2026-01-19 14:00:00+00:00,10000.0,10000.0,10000.0,10295.168274633823
2026-01-19 15:00:00+00:00,10000.0,10000.0,10000.0,10323.586010924948
2026-01-19 16:00:00+00:00,10000.0,10000.0,10000.0,10349.458030959071
2026-01-19 17:00:00+00:00,10000.0,10000.0,10000.0,10342.927908255382
2026-01-19 18:00:00+00:00,10000.0,10000.0,10000.0,10323.277640938262
2026-01-19 19:00:00+00:00,10000.0,10000.0,10000.0,10327.715728408532
2026-01-19 20:00:00+00:00,10000.0,10000.0,10000.0,10331.71899201268
2026-01-19 21:00:00+00:00,10000.0,10000.0,10000.0,10316.35373641704
2026-01-19 22:00:00+00:00,10000.0,10000.0,10000.0,10267.808757649535
2026-01-19 23:00:00+00:00,10000.0,10000.0,10000.0,10275.043250646559
2026-01-20 00:00:00+00:00,10000.0,10000.0,10000.0,10284.682585841916
2026-01-20 01:00:00+00:00,10000.0,10000.0,10000.0,10284.525073114903
2026-01-20 02:00:00+00:00,10000.0,10000.0,10000.0,10266.297966563683
2026-01-20 03:00:00+00:00,10000.0,10000.0,10000.0,10253.293183384123
2026-01-20 04:00:00+00:00,10000.0,10000.0,10000.0,10211.994899303758
2026-01-20 05:00:00+00:00,10000.0,10000.0,10000.0,10163.362290216293
2026-01-20 06:00:00+00:00,10000.0,10000.0,10000.0,10086.358533109074
2026-01-20 07:00:00+00:00,10000.0,10000.0,10000.0,10113.867798108484
2026-01-20 08:00:00+00:00,10000.0,10000.0,10000.0,10106.992700347746
2026-01-20 09:00:00+00:00,10000.0,10000.0,10000.0,10098.146475010235
2026-01-20 10:00:00+00:00,10000.0,10000.0,10000.0,10124.028478245364
2026-01-20 11:00:00+00:00,10000.0,10000.0,10000.0,10118.416810034396
2026-01-20 12:00:00+00:00,10000.0,10000.0,10000.0,10125.218697654413
2026-01-20 13:00:00+00:00,10000.0,10000.0,10000.0,10089.564249877154
2026-01-20 14:00:00+00:00,10000.0,10000.0,10000.0,10042.118532465067
2026-01-20 15:00:00+00:00,10000.0,10000.0,10000.0,10059.178713742927
2026-01-20 16:00:00+00:00,10000.0,10000.0,10000.0,10001.56011450384
2026-01-20 17:00:00+00:00,10000.0,10000.0,10000.0,9958.294030580375
2026-01-20 18:00:00+00:00,10000.0,10000.0,10000.0,9927.849704484657
2026-01-20 19:00:00+00:00,10000.0,10000.0,10000.0,9952.781085134928
2026-01-20 20:00:00+00:00,10000.0,10000.0,10000.0,9953.69399340487
2026-01-20 21:00:00+00:00,10000.0,10000.0,10000.0,9925.077702338143
2026-01-20 22:00:00+00:00,10000.0,10000.0,10000.0,9817.832610889034
2026-01-20 23:00:00+00:00,10000.0,10000.0,10000.0,9808.790049265035
2026-01-21 00:00:00+00:00,10000.0,10000.0,10000.0,9865.178496291042
2026-01-21 01:00:00+00:00,10000.0,10000.0,10000.0,9874.595982575114
2026-01-21 02:00:00+00:00,10000.0,10000.0,10000.0,9877.664153018195
2026-01-21 03:00:00+00:00,10000.0,10000.0,10000.0,9920.232522115668
2026-01-21 04:00:00+00:00,10000.0,10000.0,10000.0,9922.069431101112
2026-01-21 05:00:00+00:00,10000.0,10000.0,10000.0,9977.659222046492
2026-01-21 06:00:00+00:00,10000.0,10000.0,10000.0,9944.335297082287
2026-01-21 07:00:00+00:00,10000.0,10000.0,10000.0,9896.008839492397
2026-01-21 08:00:00+00:00,10000.0,10000.0,10000.0,9894.167493528728
2026-01-21 09:00:00+00:00,10000.0,10000.0,10000.0,9884.733368576308
2026-01-21 10:00:00+00:00,10000.0,10000.0,10000.0,9899.89563241812
2026-01-21 11:00:00+00:00,10000.0,10000.0,10000.0,9848.981307278083
2026-01-21 12:00:00+00:00,10000.0,10000.0,10000.0,9843.026882499178
2026-01-21 13:00:00+00:00,10000.0,10000.0,10000.0,9835.964322408403
2026-01-21 14:00:00+00:00,10000.0,10000.0,10000.0,9961.618436515988
2026-01-21 15:00:00+00:00,10000.0,10000.0,10000.0,10015.15168805375
2026-01-21 16:00:00+00:00,10000.0,10000.0,10000.0,9717.248533001271
2026-01-21 17:00:00+00:00,10000.0,10000.0,10000.0,9753.851384874277
2026-01-21 18:00:00+00:00,10000.0,10000.0,10000.0,9815.198155067515
2026-01-21 19:00:00+00:00,10000.0,10000.0,10000.0,10022.641307298749
2026-01-21 20:00:00+00:00,10000.0,10000.0,10000.0,10006.939950602513
2026-01-21 21:00:00+00:00,10000.0,10000.0,10000.0,10010.84116370747
2026-01-21 22:00:00+00:00,10000.0,10000.0,10000.0,9956.96848333544
2026-01-21 23:00:00+00:00,10000.0,10000.0,10000.0,9922.717229922062
2026-01-22 00:00:00+00:00,10000.0,10000.0,10000.0,9973.05031091453
2026-01-22 01:00:00+00:00,10000.0,10000.0,10000.0,9995.756546984609
2026-01-22 02:00:00+00:00,10000.0,10000.0,10000.0,9976.356968937242
2026-01-22 03:00:00+00:00,10000.0,10000.0,10000.0,9972.054209302858
2026-01-22 04:00:00+00:00,10000.0,10000.0,10000.0,9983.080100193753
2026-01-22 05:00:00+00:00,10000.0,10000.0,10000.0,9986.11832103381
2026-01-22 06:00:00+00:00,10000.0,10000.0,10000.0,10002.292215911084
2026-01-22 07:00:00+00:00,10000.0,10000.0,10000.0,9963.100387243376
2026-01-22 08:00:00+00:00,10000.0,10000.0,10000.0,9974.344799311888
2026-01-22 09:00:00+00:00,10000.0,10000.0,10000.0,9986.863733375732
2026-01-22 10:00:00+00:00,10000.0,10000.0,10000.0,9991.938527221388
2026-01-22 11:00:00+00:00,10000.0,10000.0,10000.0,9976.68530532595
2026-01-22 12:00:00+00:00,10000.0,10000.0,10000.0,9985.540404619913
2026-01-22 13:00:00+00:00,10000.0,10000.0,10000.0,9941.028639059577
2026-01-22 14:00:00+00:00,10000.0,10000.0,10000.0,9882.10334973302
2026-01-22 15:00:00+00:00,10000.0,10000.0,10000.0,9872.277661452183
2026-01-22 16:00:00+00:00,10000.0,10000.0,10000.0,9878.273128279676
2026-01-22 17:00:00+00:00,10000.0,10000.0,10000.0,9933.286112055712
2026-01-22 18:00:00+00:00,10000.0,10000.0,10000.0,9909.318664924978
2026-01-22 19:00:00+00:00,10000.0,10000.0,10000.0,9958.564686252146
2026-01-22 20:00:00+00:00,10000.0,10000.0,10000.0,9917.724520173588
2026-01-22 21:00:00+00:00,10000.0,10000.0,10000.0,9902.077516460618
2026-01-22 22:00:00+00:00,10000.0,10000.0,10000.0,9910.766229071118
2026-01-22 23:00:00+00:00,10000.0,10000.0,10000.0,9934.357642297224
